Order_ID,Customer_ID,Category,Product_Price,Discount,Delivery_Days,Customer_Rating,Returned,Discount_Group,Delivery_Group,Price_Outlier
ORD101169,CUST1571,Electronics,8075.95,47.4,7.0,3.7,Yes,41+,7-8 Days,False
ORD101170,CUST1612,Fashion,1566.36,35.9,5.0,2.1,Yes,31-40,5-6 Days,False
ORD101171,CUST1990,Home & Kitchen,2078.39,38.8,7.0,3.5,No,31-40,7-8 Days,False
ORD101172,CUST1697,Sports,9649.53,17.2,9.0,4.2,No,11-20,9+ Days,False
ORD101173,CUST1446,Home & Kitchen,2119.12,1.0,7.0,3.2,Yes,0-10,7-8 Days,False
ORD101174,CUST1191,Fashion,6773.3,47.4,3.0,5.0,No,41+,3-4 Days,False
ORD101175,CUST1841,Home & Kitchen,13188.91,55.8,4.0,3.9,No,41+,3-4 Days,False
ORD101176,CUST1671,Home & Kitchen,13553.58,48.1,10.0,3.7,No,41+,9+ Days,False
ORD101177,CUST1679,Beauty,3501.09,20.0,7.0,4.5,No,11-20,7-8 Days,False
ORD101178,CUST1597,Electronics,14394.75,7.7,9.0,4.3,No,0-10,9+ Days,False
ORD101179,CUST1022,Beauty,1426.83,9.0,4.0,4.7,No,0-10,3-4 Days,False
ORD101180,CUST1273,Home & Kitchen,8515.38,0.0,6.0,4.9,No,0-10,5-6 Days,False
ORD101181,CUST1131,Sports,9187.0,23.4,10.0,5.0,Yes,21-30,9+ Days,False
ORD101182,CUST1800,Fashion,2075.88,49.1,6.0,4.2,No,41+,5-6 Days,False
ORD101183,CUST1289,Home & Kitchen,3615.23,22.9,3.0,3.0,No,21-30,3-4 Days,False
ORD101184,CUST1192,Sports,14572.67,29.5,8.0,3.6,No,21-30,7-8 Days,False
ORD101185,CUST1266,Electronics,6209.0,45.6,3.0,5.0,No,41+,3-4 Days,False
ORD101186,CUST1773,Sports,12178.57,18.9,3.0,4.0,Yes,11-20,3-4 Days,False
ORD101187,CUST1836,Home & Kitchen,19870.45,55.5,7.0,3.5,No,41+,7-8 Days,False
ORD101188,CUST1243,Electronics,21346.78,54.9,6.0,3.4,No,41+,5-6 Days,False
ORD101189,CUST1678,Fashion,1517.2,23.0,8.0,2.9,No,21-30,7-8 Days,False
ORD101190,CUST1992,Beauty,1130.08,16.3,7.0,4.5,No,11-20,7-8 Days,False
ORD101191,CUST1614,Electronics,43358.74,35.5,6.0,3.4,No,31-40,5-6 Days,True
ORD101192,CUST1681,Home & Kitchen,16355.92,19.8,8.0,3.0,No,11-20,7-8 Days,False
ORD101193,CUST1212,Fashion,6370.59,7.7,6.0,3.1,No,0-10,5-6 Days,False
ORD101194,CUST1585,Home & Kitchen,23487.04,44.2,6.0,1.7,No,41+,5-6 Days,False
ORD101195,CUST1701,Electronics,43056.0,43.2,10.0,4.4,No,41+,9+ Days,True
ORD101196,CUST1911,Sports,2928.68,27.3,8.0,3.6,No,21-30,7-8 Days,False
ORD101197,CUST1820,Sports,4181.23,6.1,4.0,2.8,No,0-10,3-4 Days,False
ORD101198,CUST1008,Sports,12743.37,6.6,8.0,4.9,Yes,0-10,7-8 Days,False
ORD101199,CUST1440,Beauty,1493.04,26.6,7.0,3.8,No,21-30,7-8 Days,False
ORD101200,CUST1610,Electronics,8988.73,17.5,8.0,2.0,No,11-20,7-8 Days,False
ORD101201,CUST1798,Beauty,4308.7,19.9,4.0,4.4,Yes,11-20,3-4 Days,False
ORD101202,CUST1586,Electronics,27138.95,40.3,5.0,3.0,No,41+,5-6 Days,False
ORD101203,CUST1078,Electronics,55602.2,36.0,8.0,4.3,No,31-40,7-8 Days,True
ORD101204,CUST1892,Fashion,5376.91,45.7,9.0,4.2,No,41+,9+ Days,False
ORD101205,CUST1504,Fashion,1178.14,10.1,6.0,3.9,No,11-20,5-6 Days,False
ORD101206,CUST1674,Beauty,5702.78,19.9,6.0,2.8,No,11-20,5-6 Days,False
ORD101207,CUST1699,Home & Kitchen,7057.09,36.4,6.0,2.8,No,31-40,5-6 Days,False
ORD101208,CUST1696,Fashion,3029.09,31.7,5.0,3.8,Yes,31-40,5-6 Days,False
ORD101209,CUST1214,Fashion,3516.95,48.0,6.0,3.0,Yes,41+,5-6 Days,False
ORD101210,CUST1909,Sports,1432.51,31.3,6.0,4.8,No,31-40,5-6 Days,False
ORD101211,CUST1179,Fashion,4223.87,52.7,4.0,3.7,No,41+,3-4 Days,False
ORD101212,CUST1571,Fashion,1424.89,33.1,4.0,3.0,No,31-40,3-4 Days,False
ORD101213,CUST1830,Electronics,27053.37,40.9,4.0,4.6,Yes,41+,3-4 Days,False
ORD101214,CUST1029,Beauty,2299.05,20.1,4.0,2.3,No,21-30,3-4 Days,False
ORD101215,CUST1605,Home & Kitchen,19502.73,25.2,7.0,3.7,No,21-30,7-8 Days,False
ORD101216,CUST1062,Fashion,6523.78,38.7,7.0,4.2,Yes,31-40,7-8 Days,False
ORD101217,CUST1135,Electronics,13437.71,49.2,7.0,3.0,Yes,41+,7-8 Days,False
ORD101218,CUST1428,Home & Kitchen,9670.54,35.9,6.0,3.5,No,31-40,5-6 Days,False
ORD101219,CUST1134,Home & Kitchen,9835.15,23.8,4.0,3.3,Yes,21-30,3-4 Days,False
ORD101220,CUST1483,Fashion,1635.58,45.7,7.0,2.9,No,41+,7-8 Days,False
ORD101221,CUST1830,Sports,12117.89,0.0,7.0,3.9,No,0-10,7-8 Days,False
ORD101222,CUST1741,Electronics,43897.56,3.7,6.0,4.5,No,0-10,5-6 Days,True
ORD101223,CUST1068,Fashion,1927.86,35.2,5.0,5.0,Yes,31-40,5-6 Days,False
ORD101224,CUST1462,Sports,5944.12,25.2,6.0,4.4,No,21-30,5-6 Days,False
ORD101225,CUST1765,Fashion,1293.54,34.1,7.0,3.6,No,31-40,7-8 Days,False
ORD101226,CUST1454,Home & Kitchen,16002.6,26.0,5.0,4.7,No,21-30,5-6 Days,False
ORD101227,CUST1017,Fashion,1410.29,33.6,5.0,2.9,No,31-40,5-6 Days,False
ORD101228,CUST1945,Fashion,7894.51,12.8,5.0,3.4,No,11-20,5-6 Days,False
ORD101229,CUST1152,Sports,11863.75,33.6,7.0,4.6,Yes,31-40,7-8 Days,False
ORD101230,CUST1461,Fashion,3426.79,39.9,5.0,3.3,No,31-40,5-6 Days,False
ORD101231,CUST1248,Sports,8973.46,43.3,4.0,3.8,No,41+,3-4 Days,False
ORD101232,CUST1396,Fashion,7335.06,55.2,5.0,3.2,Yes,41+,5-6 Days,False
ORD101233,CUST1825,Electronics,35475.46,28.7,7.0,3.6,No,21-30,7-8 Days,True
ORD101234,CUST1157,Electronics,14597.42,29.1,5.0,3.7,No,21-30,5-6 Days,False
ORD101235,CUST1600,Home & Kitchen,9964.62,2.2,4.0,4.2,No,0-10,3-4 Days,False
ORD101236,CUST1318,Fashion,6823.59,17.0,7.0,3.9,No,11-20,7-8 Days,False
ORD101237,CUST1098,Sports,9912.25,22.1,7.0,4.4,No,21-30,7-8 Days,False
ORD101238,CUST1078,Fashion,5380.43,40.8,4.0,4.1,No,41+,3-4 Days,False
ORD101239,CUST1539,Sports,13095.55,15.8,4.0,3.6,No,11-20,3-4 Days,False
ORD101240,CUST1901,Electronics,54168.52,36.9,3.0,3.3,No,31-40,3-4 Days,True
ORD101241,CUST1296,Sports,13853.03,25.0,4.0,3.1,No,21-30,3-4 Days,False
ORD101242,CUST1431,Beauty,840.64,22.3,6.0,1.6,No,21-30,5-6 Days,False
ORD101243,CUST1905,Beauty,3401.52,28.7,8.0,3.7,No,21-30,7-8 Days,False
ORD101244,CUST1400,Beauty,4520.9,19.1,4.0,2.9,No,11-20,3-4 Days,False
ORD101245,CUST1013,Beauty,4614.48,18.6,4.0,3.1,Yes,11-20,3-4 Days,False
ORD101246,CUST1438,Home & Kitchen,15482.53,0.0,7.0,3.6,No,0-10,7-8 Days,False
ORD101247,CUST1399,Electronics,14173.3,21.3,8.0,3.4,No,21-30,7-8 Days,False
ORD101248,CUST1996,Electronics,48858.13,17.8,4.0,4.2,Yes,11-20,3-4 Days,True
ORD101249,CUST1665,Sports,10997.59,17.3,7.0,3.7,No,11-20,7-8 Days,False
ORD101250,CUST1400,Home & Kitchen,2884.49,31.3,9.0,5.0,No,31-40,9+ Days,False
ORD101251,CUST1044,Beauty,2943.72,34.9,4.0,5.0,No,31-40,3-4 Days,False
ORD101252,CUST1372,Fashion,1804.83,28.5,4.0,3.6,No,21-30,3-4 Days,False
ORD101253,CUST1374,Electronics,6865.2,39.9,6.0,3.1,No,31-40,5-6 Days,False
ORD101254,CUST1607,Electronics,5994.46,33.6,6.0,2.4,No,31-40,5-6 Days,False
ORD101255,CUST1559,Home & Kitchen,10487.98,20.6,8.0,5.0,No,21-30,7-8 Days,False
ORD101256,CUST1485,Fashion,4624.08,18.1,10.0,3.2,No,11-20,9+ Days,False
ORD101257,CUST1417,Electronics,39077.04,29.7,5.0,3.4,No,21-30,5-6 Days,True
ORD101258,CUST1084,Fashion,5476.18,33.6,7.0,3.2,No,31-40,7-8 Days,False
ORD101259,CUST1666,Electronics,50996.02,46.0,7.0,3.5,No,41+,7-8 Days,True
ORD101260,CUST1483,Home & Kitchen,6014.2,42.9,6.0,3.4,No,41+,5-6 Days,False
ORD101261,CUST1296,Fashion,1403.61,16.9,7.0,4.5,Yes,11-20,7-8 Days,False
ORD101262,CUST1839,Beauty,5153.76,23.5,11.0,1.6,No,21-30,9+ Days,False
ORD101263,CUST1941,Fashion,1674.6,35.1,5.0,3.6,Yes,31-40,5-6 Days,False
ORD101264,CUST1106,Fashion,7810.7,41.0,4.0,4.4,No,41+,3-4 Days,False
ORD101265,CUST1607,Electronics,51339.6,39.1,9.0,3.2,Yes,31-40,9+ Days,True
ORD101266,CUST1209,Electronics,32548.21,24.0,7.0,4.3,No,21-30,7-8 Days,False
ORD101267,CUST1683,Fashion,7860.66,6.2,8.0,3.9,No,0-10,7-8 Days,False
ORD101268,CUST1968,Fashion,1230.33,10.0,6.0,3.2,No,0-10,5-6 Days,False
ORD101269,CUST1791,Home & Kitchen,8134.19,29.1,7.0,2.4,No,21-30,7-8 Days,False
ORD101270,CUST1815,Fashion,5286.68,30.1,3.0,4.1,No,31-40,3-4 Days,False
ORD101271,CUST1812,Home & Kitchen,9270.17,8.5,5.0,4.1,No,0-10,5-6 Days,False
ORD101272,CUST1850,Sports,13975.73,25.7,5.0,3.2,No,21-30,5-6 Days,False
ORD101273,CUST1170,Beauty,674.07,34.5,6.0,4.4,No,31-40,5-6 Days,False
ORD101274,CUST1780,Electronics,35217.65,7.7,7.0,3.4,No,0-10,7-8 Days,True
ORD101275,CUST1510,Fashion,4931.5,41.6,7.0,4.6,No,41+,7-8 Days,False
ORD101276,CUST1350,Electronics,40900.05,19.3,4.0,4.0,Yes,11-20,3-4 Days,True
ORD101277,CUST1676,Fashion,2417.5,43.9,7.0,5.0,No,41+,7-8 Days,False
ORD101278,CUST1591,Sports,5913.3,17.0,4.0,4.1,No,11-20,3-4 Days,False
ORD101279,CUST1466,Electronics,51402.43,9.6,8.0,3.8,No,0-10,7-8 Days,True
ORD101280,CUST1985,Fashion,1962.07,18.1,4.0,2.3,No,11-20,3-4 Days,False
ORD101281,CUST1909,Home & Kitchen,20810.2,23.6,7.0,3.8,No,21-30,7-8 Days,False
ORD101282,CUST1728,Beauty,3507.14,19.2,10.0,3.6,Yes,11-20,9+ Days,False
ORD101283,CUST1081,Home & Kitchen,19244.94,21.8,4.0,5.0,No,21-30,3-4 Days,False
ORD101284,CUST1449,Electronics,44248.41,30.0,6.0,4.0,No,21-30,5-6 Days,True
ORD101285,CUST1632,Fashion,2056.34,22.4,8.0,4.4,No,21-30,7-8 Days,False
ORD101286,CUST1101,Home & Kitchen,14565.27,24.0,3.0,4.9,No,21-30,3-4 Days,False
ORD101287,CUST1369,Electronics,52724.77,0.0,5.0,4.9,No,0-10,5-6 Days,True
ORD101288,CUST1795,Fashion,3740.87,30.9,5.0,3.7,No,31-40,5-6 Days,False
ORD101289,CUST1660,Electronics,58162.49,23.7,13.0,5.0,Yes,21-30,9+ Days,True
ORD101290,CUST1530,Electronics,29871.83,49.2,4.0,3.4,Yes,41+,3-4 Days,False
ORD101291,CUST1832,Fashion,1570.89,10.9,5.0,4.9,No,11-20,5-6 Days,False
ORD101292,CUST1765,Electronics,26418.91,0.0,8.0,3.2,No,0-10,7-8 Days,False
ORD101293,CUST1265,Home & Kitchen,23831.2,34.3,7.0,4.5,No,31-40,7-8 Days,False
ORD101294,CUST1202,Home & Kitchen,8537.24,30.2,10.0,3.0,No,31-40,9+ Days,False
ORD101295,CUST1118,Beauty,5248.16,9.9,7.0,4.3,No,0-10,7-8 Days,False
ORD101296,CUST1123,Electronics,53468.79,2.1,4.0,3.1,No,0-10,3-4 Days,True
ORD101297,CUST1025,Electronics,24260.26,48.1,4.0,3.0,No,41+,3-4 Days,False
ORD101298,CUST1369,Electronics,9579.17,46.2,2.0,3.0,No,41+,0-2 Days,False
ORD101299,CUST1385,Home & Kitchen,18334.3,0.0,5.0,4.2,Yes,0-10,5-6 Days,False
ORD101300,CUST1571,Beauty,2075.62,18.1,5.0,4.2,No,11-20,5-6 Days,False
ORD101301,CUST1932,Electronics,48060.8,50.0,3.0,4.2,Yes,41+,3-4 Days,True
ORD101302,CUST1274,Sports,7029.96,17.9,3.0,4.0,No,11-20,3-4 Days,False
ORD101303,CUST1047,Electronics,31689.67,17.6,9.0,3.4,No,11-20,9+ Days,False
ORD101304,CUST1335,Home & Kitchen,19625.41,20.8,9.0,3.2,No,21-30,9+ Days,False
ORD101305,CUST1417,Beauty,2479.47,8.2,7.0,3.0,No,0-10,7-8 Days,False
ORD101306,CUST1534,Sports,7036.72,0.0,8.0,2.9,No,0-10,7-8 Days,False
ORD101307,CUST1344,Beauty,2444.29,40.8,2.0,4.8,No,41+,0-2 Days,False
ORD101308,CUST1321,Beauty,2393.84,0.0,7.0,3.0,No,0-10,7-8 Days,False
ORD101309,CUST1139,Fashion,4444.6,28.7,6.0,3.1,Yes,21-30,5-6 Days,False
ORD101310,CUST1107,Beauty,4910.16,38.3,8.0,3.0,Yes,31-40,7-8 Days,False
ORD101311,CUST1922,Electronics,24897.26,3.2,12.0,2.7,No,0-10,9+ Days,False
ORD101312,CUST1346,Sports,8196.84,11.1,2.0,4.0,No,11-20,0-2 Days,False
ORD101313,CUST1710,Home & Kitchen,17031.6,43.2,6.0,3.4,Yes,41+,5-6 Days,False
ORD101314,CUST1993,Beauty,1835.8,33.0,6.0,3.7,No,31-40,5-6 Days,False
ORD101315,CUST1447,Fashion,2581.42,15.7,6.0,3.7,Yes,11-20,5-6 Days,False
ORD101316,CUST1462,Home & Kitchen,23388.6,43.0,4.0,4.0,No,41+,3-4 Days,False
ORD101317,CUST1216,Home & Kitchen,18309.54,43.1,5.0,3.9,No,41+,5-6 Days,False
ORD101318,CUST1806,Beauty,3589.96,29.0,7.0,4.7,No,21-30,7-8 Days,False
ORD101319,CUST1382,Electronics,40624.6,11.5,8.0,3.3,No,11-20,7-8 Days,True
ORD101320,CUST1049,Electronics,6611.47,18.8,8.0,3.3,No,11-20,7-8 Days,False
ORD101321,CUST1617,Fashion,5135.77,29.3,3.0,3.7,No,21-30,3-4 Days,False
ORD101322,CUST1657,Electronics,33022.99,22.2,6.0,3.7,Yes,21-30,5-6 Days,False
ORD101323,CUST1057,Sports,8504.22,39.1,9.0,2.6,No,31-40,9+ Days,False
ORD101324,CUST1526,Electronics,6865.2,2.1,7.0,2.5,No,0-10,7-8 Days,False
ORD101325,CUST1339,Sports,1865.08,2.6,9.0,3.7,No,0-10,9+ Days,False
ORD101326,CUST1008,Fashion,1950.04,27.7,5.0,4.9,No,21-30,5-6 Days,False
ORD101327,CUST1696,Electronics,57290.96,17.6,5.0,5.0,No,11-20,5-6 Days,True
ORD101328,CUST1023,Beauty,2629.59,15.6,4.0,2.9,No,11-20,3-4 Days,False
ORD101329,CUST1044,Home & Kitchen,12093.73,0.0,3.0,3.5,No,0-10,3-4 Days,False
ORD101330,CUST1578,Fashion,895.32,25.3,5.0,3.9,No,21-30,5-6 Days,False
ORD101331,CUST1771,Home & Kitchen,1709.1,24.2,6.0,4.0,Yes,21-30,5-6 Days,False
ORD101332,CUST1437,Beauty,4387.93,34.8,6.0,3.0,Yes,31-40,5-6 Days,False
ORD101333,CUST1909,Fashion,4535.71,26.0,4.0,5.0,No,21-30,3-4 Days,False
ORD101334,CUST1069,Sports,7974.5,23.0,5.0,3.3,No,21-30,5-6 Days,False
ORD101335,CUST1594,Sports,4176.68,42.7,4.0,4.1,No,41+,3-4 Days,False
ORD101336,CUST1513,Home & Kitchen,18822.97,5.3,10.0,3.5,No,0-10,9+ Days,False
ORD101337,CUST1997,Electronics,14253.01,33.0,3.0,3.5,No,31-40,3-4 Days,False
ORD101338,CUST1277,Home & Kitchen,5396.42,0.0,8.0,4.4,Yes,0-10,7-8 Days,False
ORD101339,CUST1492,Electronics,30339.17,12.4,6.0,4.6,No,11-20,5-6 Days,False
ORD101340,CUST1083,Electronics,20745.39,6.8,7.0,4.3,No,0-10,7-8 Days,False
ORD101341,CUST1312,Fashion,2355.97,36.7,6.0,3.1,No,31-40,5-6 Days,False
ORD101342,CUST1102,Fashion,5339.28,24.0,12.0,2.7,No,21-30,9+ Days,False
ORD101343,CUST1226,Sports,10008.9,24.8,4.0,5.0,No,21-30,3-4 Days,False
ORD101344,CUST1386,Beauty,4999.75,8.4,4.0,4.0,No,0-10,3-4 Days,False
ORD101345,CUST1468,Beauty,2680.94,20.5,6.0,3.1,No,21-30,5-6 Days,False
ORD101346,CUST1799,Fashion,1048.14,13.5,6.0,4.6,No,11-20,5-6 Days,False
ORD101347,CUST1141,Fashion,2552.5,30.8,4.0,3.1,No,31-40,3-4 Days,False
ORD101348,CUST1526,Fashion,7850.04,10.1,7.0,5.0,No,11-20,7-8 Days,False
ORD101349,CUST1998,Sports,9226.5,44.9,6.0,3.5,No,41+,5-6 Days,False
ORD101350,CUST1332,Electronics,44035.54,0.0,7.0,4.5,Yes,0-10,7-8 Days,True
ORD101351,CUST1953,Sports,805.22,12.9,3.0,3.8,No,11-20,3-4 Days,False
ORD101352,CUST1269,Home & Kitchen,13340.58,50.2,6.0,2.6,Yes,41+,5-6 Days,False
ORD101353,CUST1344,Fashion,781.46,18.5,7.0,3.0,No,11-20,7-8 Days,False
ORD101354,CUST2000,Beauty,3544.61,5.3,3.0,3.2,No,0-10,3-4 Days,False
ORD101355,CUST1863,Fashion,7405.78,28.3,9.0,3.3,No,21-30,9+ Days,False
ORD101356,CUST1654,Sports,14548.39,17.9,6.0,3.9,No,11-20,5-6 Days,False
ORD101357,CUST1882,Sports,8429.9,12.5,6.0,1.9,No,11-20,5-6 Days,False
ORD101358,CUST1094,Fashion,3936.54,8.6,13.0,4.0,Yes,0-10,9+ Days,False
ORD101359,CUST1923,Fashion,7587.63,66.5,5.0,2.2,No,41+,5-6 Days,False
ORD101360,CUST1612,Home & Kitchen,17101.36,21.2,8.0,4.1,No,21-30,7-8 Days,False
ORD101361,CUST1070,Sports,1628.06,0.0,6.0,3.2,No,0-10,5-6 Days,False
ORD101362,CUST1126,Electronics,30614.91,47.4,4.0,3.9,No,41+,3-4 Days,False
ORD101363,CUST1886,Home & Kitchen,6613.93,34.2,9.0,2.7,No,31-40,9+ Days,False
ORD101364,CUST1383,Home & Kitchen,12169.26,13.5,4.0,3.3,Yes,11-20,3-4 Days,False
ORD101365,CUST1188,Beauty,2896.15,11.0,4.0,2.2,No,11-20,3-4 Days,False
ORD101366,CUST1506,Electronics,37017.96,35.1,7.0,2.8,No,31-40,7-8 Days,True
ORD101367,CUST1582,Beauty,2333.59,21.3,5.0,4.9,No,21-30,5-6 Days,False
ORD101368,CUST1911,Sports,3049.07,0.0,8.0,4.9,Yes,0-10,7-8 Days,False
ORD101369,CUST1312,Electronics,32704.57,51.8,6.0,2.8,Yes,41+,5-6 Days,False
ORD101370,CUST1856,Fashion,6726.52,18.5,5.0,3.5,No,11-20,5-6 Days,False
ORD101371,CUST1958,Sports,10195.37,47.4,4.0,4.2,No,41+,3-4 Days,False
ORD101372,CUST1781,Electronics,23610.23,44.2,4.0,3.9,Yes,41+,3-4 Days,False
ORD101373,CUST1135,Sports,14077.98,10.0,7.0,3.3,No,0-10,7-8 Days,False
ORD101374,CUST1621,Fashion,7341.56,40.5,5.0,2.6,No,41+,5-6 Days,False
ORD101375,CUST1149,Fashion,2070.11,15.2,4.0,4.5,No,11-20,3-4 Days,False
ORD101376,CUST1102,Sports,1263.67,0.0,8.0,3.4,No,0-10,7-8 Days,False
ORD101377,CUST1358,Fashion,6059.82,18.6,3.0,2.5,No,11-20,3-4 Days,False
ORD101378,CUST1142,Home & Kitchen,20828.17,31.0,8.0,3.8,No,31-40,7-8 Days,False
ORD101379,CUST1771,Fashion,7758.98,18.1,4.0,3.5,Yes,11-20,3-4 Days,False
ORD101380,CUST1831,Home & Kitchen,22334.04,20.4,7.0,3.4,Yes,21-30,7-8 Days,False
ORD101381,CUST1171,Electronics,38029.41,42.2,6.0,3.9,No,41+,5-6 Days,True
ORD101382,CUST1365,Fashion,4475.39,26.6,5.0,3.6,No,21-30,5-6 Days,False
ORD101383,CUST1739,Sports,1098.13,12.4,4.0,4.7,No,11-20,3-4 Days,False
ORD101384,CUST1012,Fashion,2349.92,35.5,5.0,3.1,No,31-40,5-6 Days,False
ORD101385,CUST1055,Home & Kitchen,11922.68,28.0,7.0,3.2,No,21-30,7-8 Days,False
ORD101386,CUST1502,Fashion,5213.78,0.0,7.0,4.4,No,0-10,7-8 Days,False
ORD101387,CUST1981,Beauty,3476.34,31.4,4.0,5.0,No,31-40,3-4 Days,False
ORD101388,CUST1955,Electronics,45844.98,30.9,4.0,5.0,No,31-40,3-4 Days,True
ORD101389,CUST1758,Sports,4700.67,25.3,5.0,4.4,No,21-30,5-6 Days,False
ORD101390,CUST1886,Fashion,4737.14,38.4,8.0,3.5,No,31-40,7-8 Days,False
ORD101391,CUST1916,Fashion,1161.07,14.9,6.0,3.4,No,11-20,5-6 Days,False
ORD101392,CUST1892,Electronics,27751.6,30.0,7.0,3.5,No,21-30,7-8 Days,False
ORD101393,CUST1603,Electronics,46258.85,1.5,5.0,2.4,No,0-10,5-6 Days,True
ORD101394,CUST1325,Home & Kitchen,17580.3,31.1,3.0,4.3,No,31-40,3-4 Days,False
ORD101395,CUST1941,Fashion,7929.82,54.3,5.0,4.9,No,41+,5-6 Days,False
ORD101396,CUST1823,Beauty,1883.98,10.1,7.0,3.7,No,11-20,7-8 Days,False
ORD101397,CUST1699,Fashion,4236.42,13.6,7.0,5.0,No,11-20,7-8 Days,False
ORD101398,CUST1843,Fashion,2971.48,14.3,8.0,5.0,No,11-20,7-8 Days,False
ORD101399,CUST1497,Home & Kitchen,11462.6,26.9,7.0,4.5,Yes,21-30,7-8 Days,False
ORD101400,CUST1316,Beauty,5184.62,9.1,3.0,3.3,No,0-10,3-4 Days,False
ORD101401,CUST1701,Electronics,42631.5,31.3,7.0,3.1,No,31-40,7-8 Days,True
ORD101402,CUST1810,Electronics,53534.27,37.7,6.0,3.8,No,31-40,5-6 Days,True
ORD101403,CUST1172,Electronics,16193.11,33.0,4.0,4.6,Yes,31-40,3-4 Days,False
ORD101404,CUST1390,Beauty,5278.16,0.0,7.0,3.3,Yes,0-10,7-8 Days,False
ORD101405,CUST1581,Home & Kitchen,2246.25,39.9,7.0,2.9,No,31-40,7-8 Days,False
ORD101406,CUST1278,Fashion,7164.49,39.1,12.0,2.4,No,31-40,9+ Days,False
ORD101407,CUST1321,Beauty,2175.72,37.5,6.0,3.0,Yes,31-40,5-6 Days,False
ORD101408,CUST1084,Beauty,2093.15,30.6,8.0,3.5,No,31-40,7-8 Days,False
ORD101409,CUST1088,Home & Kitchen,13192.54,28.3,6.0,4.7,No,21-30,5-6 Days,False
ORD101410,CUST1148,Sports,14151.87,40.5,5.0,3.3,No,41+,5-6 Days,False
ORD101411,CUST1766,Electronics,7627.98,53.9,2.0,1.3,No,41+,0-2 Days,False
ORD101412,CUST1815,Electronics,24372.7,10.7,8.0,3.3,No,11-20,7-8 Days,False
ORD101413,CUST1944,Fashion,6924.29,41.2,6.0,3.5,No,41+,5-6 Days,False
ORD101414,CUST1733,Electronics,26783.0,23.7,5.0,3.5,No,21-30,5-6 Days,False
ORD101415,CUST1746,Home & Kitchen,5619.6,23.1,7.0,1.7,No,21-30,7-8 Days,False
ORD101416,CUST1536,Sports,6774.56,2.0,2.0,3.5,No,0-10,0-2 Days,False
ORD101417,CUST1763,Electronics,26205.39,20.7,4.0,4.9,No,21-30,3-4 Days,False
ORD101418,CUST1328,Electronics,55347.89,10.0,6.0,3.4,No,0-10,5-6 Days,True
ORD101419,CUST1098,Fashion,6214.51,18.0,9.0,3.3,No,11-20,9+ Days,False
ORD101420,CUST1214,Sports,7923.15,8.5,6.0,3.2,No,0-10,5-6 Days,False
ORD101421,CUST1807,Fashion,7912.78,18.3,3.0,3.9,Yes,11-20,3-4 Days,False
ORD101422,CUST1311,Home & Kitchen,12059.72,18.9,12.0,2.6,Yes,11-20,9+ Days,False
ORD101423,CUST1737,Electronics,8203.08,26.5,9.0,2.9,Yes,21-30,9+ Days,False
ORD101424,CUST1372,Electronics,6865.2,0.8,4.0,4.7,No,0-10,3-4 Days,False
ORD101425,CUST1478,Sports,6935.81,3.3,8.0,4.3,No,0-10,7-8 Days,False
ORD101426,CUST1183,Sports,2943.71,30.4,6.0,3.4,Yes,31-40,5-6 Days,False
ORD101427,CUST1198,Electronics,57116.08,13.0,4.0,4.2,No,11-20,3-4 Days,True
ORD101428,CUST1959,Sports,11665.94,41.1,11.0,3.1,No,41+,9+ Days,False
ORD101429,CUST1333,Home & Kitchen,7292.55,28.4,7.0,3.1,No,21-30,7-8 Days,False
ORD101430,CUST1620,Sports,9148.5,34.1,8.0,3.0,No,31-40,7-8 Days,False
ORD101431,CUST1915,Fashion,5910.87,46.2,3.0,2.5,No,41+,3-4 Days,False
ORD101432,CUST1826,Home & Kitchen,23578.95,20.4,5.0,3.7,No,21-30,5-6 Days,False
ORD101433,CUST1410,Fashion,7112.27,16.4,9.0,5.0,Yes,11-20,9+ Days,False
ORD101434,CUST1721,Home & Kitchen,13267.65,38.1,7.0,2.2,Yes,31-40,7-8 Days,False
ORD101435,CUST1357,Electronics,47605.89,32.6,5.0,5.0,No,31-40,5-6 Days,True
ORD101436,CUST1091,Electronics,35917.96,22.2,8.0,1.6,No,21-30,7-8 Days,True
ORD101437,CUST1856,Fashion,4645.28,45.9,6.0,4.2,No,41+,5-6 Days,False
ORD101438,CUST1175,Beauty,954.03,21.8,6.0,2.3,Yes,21-30,5-6 Days,False
ORD101439,CUST1654,Electronics,11937.57,25.5,5.0,4.2,No,21-30,5-6 Days,False
ORD101440,CUST1643,Home & Kitchen,13614.71,25.3,8.0,3.1,Yes,21-30,7-8 Days,False
ORD101441,CUST1965,Sports,4544.72,11.0,8.0,4.4,No,11-20,7-8 Days,False
ORD101442,CUST1639,Electronics,6157.03,26.2,6.0,3.2,No,21-30,5-6 Days,False
ORD101443,CUST1761,Home & Kitchen,18292.71,46.0,3.0,4.2,Yes,41+,3-4 Days,False
ORD101444,CUST1398,Fashion,743.65,31.7,6.0,3.6,Yes,31-40,5-6 Days,False
ORD101445,CUST1264,Sports,9212.46,25.5,2.0,4.8,No,21-30,0-2 Days,False
ORD101446,CUST1491,Electronics,34655.66,22.6,4.0,3.6,Yes,21-30,3-4 Days,True
ORD101447,CUST1729,Home & Kitchen,24245.32,30.0,12.0,4.0,No,21-30,9+ Days,False
ORD101448,CUST1527,Beauty,3060.01,36.2,5.0,3.8,No,31-40,5-6 Days,False
